Created by PLY version 3.11 (http://www.dabeaz.com/ply)

Unused terminals:

    COMMENT

Grammar

Rule 0     S' -> program
    (81) unary_expr -> . - ID
    (82) unary_expr -> . ID '
    (49) term -> . term * factor
    (50) term -> . term / factor
    (51) term -> . factor
    (75) matrix_term -> . matrix_term DOTMUL matrix_factor
    (76) matrix_term -> . matrix_term DOTDIV matrix_factor
    (77) matrix_term -> . matrix_factor
    (52) factor -> . ( expr )
    (53) factor -> . elem
    (78) matrix_factor -> . ( matrix_expr )
    (79) matrix_factor -> . matrix
    (80) matrix_factor -> . ID
    (69) elem -> . ID
    (70) elem -> . INTNUM
    (71) elem -> . FLONUM

    ID              shift and go to state 49
    INTNUM          shift and go to state 51
    FLONUM          shift and go to state 52
    [               shift and go to state 57
    ONES            shift and go to state 58
    ZEROS           shift and go to state 60
    EYE             shift and go to state 61
    -               shift and go to state 62
    (               shift and go to state 59

    token                          shift and go to state 67
    matrix                         shift and go to state 53
    expr                           shift and go to state 54
    matrix_expr                    shift and go to state 55
    unary_expr                     shift and go to state 56
    term                           shift and go to state 38
    matrix_term                    shift and go to state 63
    factor                         shift and go to state 39
    matrix_factor                  shift and go to state 64
    elem                           shift and go to state 41

state 29

    (38) assignment -> ID DIVASSIGN . token
    (39) token -> . ID
    (40) token -> . INTNUM
    (41) token -> . FLONUM
    (42) token -> . matrix
    (43) token -> . expr
    (44) token -> . matrix_expr
    (45) token -> . unary_expr
    (61) matrix -> . [ outerlist ]
    (62) matrix -> . ONES ( INTNUM )
    (63) matrix -> . ZEROS ( INTNUM )
    (64) matrix -> . EYE ( INTNUM )
    (46) expr -> . expr + term
    (47) expr -> . expr - term
    (48) expr -> . term
    (72) matrix_expr -> . matrix_expr DOTADD matrix_term
    (73) matrix_expr -> . matrix_expr DOTSUB matrix_term
    (74) matrix_expr -> . matrix_term
    (81) unary_expr -> . - ID
    (82) unary_expr -> . ID '
    (49) term -> . term * factor
    (50) term -> . term / factor
    (51) term -> . factor
    (75) matrix_term -> . matrix_term DOTMUL matrix_factor
    (76) matrix_term -> . matrix_term DOTDIV matrix_factor
    (77) matrix_term -> . matrix_factor
    (52) factor -> . ( expr )
    (53) factor -> . elem
    (78) matrix_factor -> . ( matrix_expr )
    (79) matrix_factor -> . matrix
    (80) matrix_factor -> . ID
    (69) elem -> . ID
    (70) elem -> . INTNUM
    (71) elem -> . FLONUM

    ID              shift and go to state 49
    INTNUM          shift and go to state 51
    FLONUM          shift and go to state 52
    [               shift and go to state 57
    ONES            shift and go to state 58
    ZEROS           shift and go to state 60
    EYE             shift and go to state 61
    -               shift and go to state 62
    (               shift and go to state 59

    token                          shift and go to state 68
    matrix                         shift and go to state 53
    expr                           shift and go to state 54
    matrix_expr                    shift and go to state 55
    unary_expr                     shift and go to state 56
    term                           shift and go to state 38
    matrix_term                    shift and go to state 63
    factor                         shift and go to state 39
    matrix_factor                  shift and go to state 64
    elem                           shift and go to state 41

state 30

    (60) MID -> ID [ . INTNUM , INTNUM ]

    INTNUM          shift and go to state 69


state 31

    (34) assignment -> MID = . elem
    (69) elem -> . ID
    (70) elem -> . INTNUM
    (71) elem -> . FLONUM

    ID              shift and go to state 42
    INTNUM          shift and go to state 43
    FLONUM          shift and go to state 44

    elem                           shift and go to state 70

state 32

    (15) if_instruction -> IF ( . relational_expr ) instructions_block
    (16) if_instruction -> IF ( . relational_expr ) instruction
    (17) if_instruction -> IF ( . relational_expr ) instructions_block ELSE instruction
    (18) if_instruction -> IF ( . relational_expr ) instruction ELSE instruction
    (54) relational_expr -> . expr GREATEREQUAL expr
    (55) relational_expr -> . expr EQUALS expr
    (56) relational_expr -> . expr NOTEQUALS expr
    (57) relational_expr -> . expr LOWEREQUAL expr
    (58) relational_expr -> . expr < expr
    (59) relational_expr -> . expr > expr
    (46) expr -> . expr + term
    (47) expr -> . expr - term
    (48) expr -> . term
    (49) term -> . term * factor
    (50) term -> . term / factor
    (51) term -> . factor
    (52) factor -> . ( expr )
    (53) factor -> . elem
    (69) elem -> . ID
    (70) elem -> . INTNUM
    (71) elem -> . FLONUM

    (               shift and go to state 40
    ID              shift and go to state 42
    INTNUM          shift and go to state 43
    FLONUM          shift and go to state 44

    relational_expr                shift and go to state 71
    expr                           shift and go to state 72
    term                           shift and go to state 38
    factor                         shift and go to state 39
    elem                           shift and go to state 41

state 33

    (19) for_instruction -> FOR ID . = INTNUM : ID instructions_block
    (20) for_instruction -> FOR ID . = INTNUM : ID instruction
    (21) for_instruction -> FOR ID . = ID : ID instructions_block
    (22) for_instruction -> FOR ID . = ID : ID instruction

    =               shift and go to state 73


state 34

    (23) while_instruction -> WHILE ( . relational_expr ) instructions_block
    (24) while_instruction -> WHILE ( . relational_expr ) instruction
    (54) relational_expr -> . expr GREATEREQUAL expr
    (55) relational_expr -> . expr EQUALS expr
    (56) relational_expr -> . expr NOTEQUALS expr
    (57) relational_expr -> . expr LOWEREQUAL expr
    (58) relational_expr -> . expr < expr
    (59) relational_expr -> . expr > expr
    (46) expr -> . expr + term
    (47) expr -> . expr - term
    (48) expr -> . term
    (49) term -> . term * factor
    (50) term -> . term / factor
    (51) term -> . factor
    (52) factor -> . ( expr )
    (53) factor -> . elem
    (69) elem -> . ID
    (70) elem -> . INTNUM
    (71) elem -> . FLONUM

    (               shift and go to state 40
    ID              shift and go to state 42
    INTNUM          shift and go to state 43
    FLONUM          shift and go to state 44

    relational_expr                shift and go to state 74
    expr                           shift and go to state 72
    term                           shift and go to state 38
    factor                         shift and go to state 39
    elem                           shift and go to state 41

state 35

    (28) print_instruction -> PRINT print_list . ;
    (29) print_list -> print_list . , expr
    (30) print_list -> print_list . , STRING

    ;               shift and go to state 75
    ,               shift and go to state 76


state 36

    (31) print_list -> expr .
    (46) expr -> expr . + term
    (47) expr -> expr . - term

    ;               reduce using rule 31 (print_list -> expr .)
    ,               reduce using rule 31 (print_list -> expr .)
    +               shift and go to state 77
    -               shift and go to state 78


state 37

    (32) print_list -> STRING .

    ;               reduce using rule 32 (print_list -> STRING .)
    ,               reduce using rule 32 (print_list -> STRING .)


state 38

    (48) expr -> term .
    (49) term -> term . * factor
    (50) term -> term . / factor

    +               reduce using rule 48 (expr -> term .)
    -               reduce using rule 48 (expr -> term .)
    ;               reduce using rule 48 (expr -> term .)
    ,               reduce using rule 48 (expr -> term .)
    GREATEREQUAL    reduce using rule 48 (expr -> term .)
    EQUALS          reduce using rule 48 (expr -> term .)
    NOTEQUALS       reduce using rule 48 (expr -> term .)
    LOWEREQUAL      reduce using rule 48 (expr -> term .)
    <               reduce using rule 48 (expr -> term .)
    >               reduce using rule 48 (expr -> term .)
    )               reduce using rule 48 (expr -> term .)
    *               shift and go to state 79
    /               shift and go to state 80


state 39

    (51) term -> factor .

    *               reduce using rule 51 (term -> factor .)
    /               reduce using rule 51 (term -> factor .)
    +               reduce using rule 51 (term -> factor .)
    -               reduce using rule 51 (term -> factor .)
    ;               reduce using rule 51 (term -> factor .)
    ,               reduce using rule 51 (term -> factor .)
    GREATEREQUAL    reduce using rule 51 (term -> factor .)
    EQUALS          reduce using rule 51 (term -> factor .)
    NOTEQUALS       reduce using rule 51 (term -> factor .)
    LOWEREQUAL      reduce using rule 51 (term -> factor .)
    <               reduce using rule 51 (term -> factor .)
    >               reduce using rule 51 (term -> factor .)
    )               reduce using rule 51 (term -> factor .)


state 40

    (52) factor -> ( . expr )
    (46) expr -> . expr + term
    (47) expr -> . expr - term
    (48) expr -> . term
    (49) term -> . term * factor
    (50) term -> . term / factor
    (51) term -> . factor
    (52) factor -> . ( expr )
    (53) factor -> . elem
    (69) elem -> . ID
    (70) elem -> . INTNUM
    (71) elem -> . FLONUM

    (               shift and go to state 40
    ID              shift and go to state 42
    INTNUM          shift and go to state 43
    FLONUM          shift and go to state 44

    expr                           shift and go to state 81
    term                           shift and go to state 38
    factor                         shift and go to state 39
    elem                           shift and go to state 41

state 41

    (53) factor -> elem .

    *               reduce using rule 53 (factor -> elem .)
    /               reduce using rule 53 (factor -> elem .)
    +               reduce using rule 53 (factor -> elem .)
    -               reduce using rule 53 (factor -> elem .)
    ;               reduce using rule 53 (factor -> elem .)
    ,               reduce using rule 53 (factor -> elem .)
    GREATEREQUAL    reduce using rule 53 (factor -> elem .)
    EQUALS          reduce using rule 53 (factor -> elem .)
    NOTEQUALS       reduce using rule 53 (factor -> elem .)
    LOWEREQUAL      reduce using rule 53 (factor -> elem .)
    <               reduce using rule 53 (factor -> elem .)
    >               reduce using rule 53 (factor -> elem .)
    )               reduce using rule 53 (factor -> elem .)


state 42

    (69) elem -> ID .

    *               reduce using rule 69 (elem -> ID .)
    /               reduce using rule 69 (elem -> ID .)
    +               reduce using rule 69 (elem -> ID .)
    -               reduce using rule 69 (elem -> ID .)
    ;               reduce using rule 69 (elem -> ID .)
    ,               reduce using rule 69 (elem -> ID .)
    GREATEREQUAL    reduce using rule 69 (elem -> ID .)
    EQUALS          reduce using rule 69 (elem -> ID .)
    NOTEQUALS       reduce using rule 69 (elem -> ID .)
    LOWEREQUAL      reduce using rule 69 (elem -> ID .)
    <               reduce using rule 69 (elem -> ID .)
    >               reduce using rule 69 (elem -> ID .)
    )               reduce using rule 69 (elem -> ID .)
    ]               reduce using rule 69 (elem -> ID .)


state 43

    (70) elem -> INTNUM .

    *               reduce using rule 70 (elem -> INTNUM .)
    /               reduce using rule 70 (elem -> INTNUM .)
    +               reduce using rule 70 (elem -> INTNUM .)
    -               reduce using rule 70 (elem -> INTNUM .)
    ;               reduce using rule 70 (elem -> INTNUM .)
    ,               reduce using rule 70 (elem -> INTNUM .)
    GREATEREQUAL    reduce using rule 70 (elem -> INTNUM .)
    EQUALS          reduce using rule 70 (elem -> INTNUM .)
    NOTEQUALS       reduce using rule 70 (elem -> INTNUM .)
    LOWEREQUAL      reduce using rule 70 (elem -> INTNUM .)
    <               reduce using rule 70 (elem -> INTNUM .)
    >               reduce using rule 70 (elem -> INTNUM .)
    )               reduce using rule 70 (elem -> INTNUM .)
    ]               reduce using rule 70 (elem -> INTNUM .)


state 44

    (71) elem -> FLONUM .

    *               reduce using rule 71 (elem -> FLONUM .)
    /               reduce using rule 71 (elem -> FLONUM .)
    +               reduce using rule 71 (elem -> FLONUM .)
    -               reduce using rule 71 (elem -> FLONUM .)
    ;               reduce using rule 71 (elem -> FLONUM .)
    ,               reduce using rule 71 (elem -> FLONUM .)
    GREATEREQUAL    reduce using rule 71 (elem -> FLONUM .)
    EQUALS          reduce using rule 71 (elem -> FLONUM .)
    NOTEQUALS       reduce using rule 71 (elem -> FLONUM .)
    LOWEREQUAL      reduce using rule 71 (elem -> FLONUM .)
    <               reduce using rule 71 (elem -> FLONUM .)
    >               reduce using rule 71 (elem -> FLONUM .)
    )               reduce using rule 71 (elem -> FLONUM .)
    ]               reduce using rule 71 (elem -> FLONUM .)


state 45

    (25) loop_instruction -> BREAK ; .

    ID              reduce using rule 25 (loop_instruction -> BREAK ; .)
    IF              reduce using rule 25 (loop_instruction -> BREAK ; .)
    FOR             reduce using rule 25 (loop_instruction -> BREAK ; .)
    WHILE           reduce using rule 25 (loop_instruction -> BREAK ; .)
    PRINT           reduce using rule 25 (loop_instruction -> BREAK ; .)
    BREAK           reduce using rule 25 (loop_instruction -> BREAK ; .)
    CONTINUE        reduce using rule 25 (loop_instruction -> BREAK ; .)
    RETURN          reduce using rule 25 (loop_instruction -> BREAK ; .)
    {               reduce using rule 25 (loop_instruction -> BREAK ; .)
    $end            reduce using rule 25 (loop_instruction -> BREAK ; .)
    }               reduce using rule 25 (loop_instruction -> BREAK ; .)
    ELSE            reduce using rule 25 (loop_instruction -> BREAK ; .)


state 46

    (26) loop_instruction -> CONTINUE ; .

    ID              reduce using rule 26 (loop_instruction -> CONTINUE ; .)
    IF              reduce using rule 26 (loop_instruction -> CONTINUE ; .)
    FOR             reduce using rule 26 (loop_instruction -> CONTINUE ; .)
    WHILE           reduce using rule 26 (loop_instruction -> CONTINUE ; .)
    PRINT           reduce using rule 26 (loop_instruction -> CONTINUE ; .)
    BREAK           reduce using rule 26 (loop_instruction -> CONTINUE ; .)
    CONTINUE        reduce using rule 26 (loop_instruction -> CONTINUE ; .)
    RETURN          reduce using rule 26 (loop_instruction -> CONTINUE ; .)
    {               reduce using rule 26 (loop_instruction -> CONTINUE ; .)
    $end            reduce using rule 26 (loop_instruction -> CONTINUE ; .)
    }               reduce using rule 26 (loop_instruction -> CONTINUE ; .)
    ELSE            reduce using rule 26 (loop_instruction -> CONTINUE ; .)


state 47

    (27) return_instruction -> RETURN expr . ;
    (46) expr -> expr . + term
    (47) expr -> expr . - term

    ;               shift and go to state 82
    +               shift and go to state 77
    -               shift and go to state 78


state 48

    (4) instructions_block -> { instructions . }
    (5) instructions -> instructions . instruction
    (7) instruction -> . assignment ;
    (8) instruction -> . if_instruction
    (9) instruction -> . for_instruction
    (10) instruction -> . while_instruction
    (11) instruction -> . print_instruction
    (12) instruction -> . loop_instruction
    (13) instruction -> . return_instruction
    (14) instruction -> . instructions_block
    (33) assignment -> . ID = token
    (34) assignment -> . MID = elem
    (35) assignment -> . ID ADDASSIGN token
    (36) assignment -> . ID SUBASSIGN token
    (37) assignment -> . ID MULASSIGN token
    (38) assignment -> . ID DIVASSIGN token
    (15) if_instruction -> . IF ( relational_expr ) instructions_block
    (16) if_instruction -> . IF ( relational_expr ) instruction
    (17) if_instruction -> . IF ( relational_expr ) instructions_block ELSE instruction
    (18) if_instruction -> . IF ( relational_expr ) instruction ELSE instruction
    (19) for_instruction -> . FOR ID = INTNUM : ID instructions_block
    (20) for_instruction -> . FOR ID = INTNUM : ID instruction
    (21) for_instruction -> . FOR ID = ID : ID instructions_block
    (22) for_instruction -> . FOR ID = ID : ID instruction
    (23) while_instruction -> . WHILE ( relational_expr ) instructions_block
    (24) while_instruction -> . WHILE ( relational_expr ) instruction
    (28) print_instruction -> . PRINT print_list ;
    (25) loop_instruction -> . BREAK ;
    (26) loop_instruction -> . CONTINUE ;
    (27) return_instruction -> . RETURN expr ;
    (4) instructions_block -> . { instructions }
    (60) MID -> . ID [ INTNUM , INTNUM ]

    }               shift and go to state 83
    ID              shift and go to state 13
    IF              shift and go to state 15
    FOR             shift and go to state 16
    WHILE           shift and go to state 17
    PRINT           shift and go to state 18
    BREAK           shift and go to state 19
    CONTINUE        shift and go to state 20
    RETURN          shift and go to state 21
    {               shift and go to state 22

    instruction                    shift and go to state 23
    assignment                     shift and go to state 5
    if_instruction                 shift and go to state 6
    for_instruction                shift and go to state 7
    while_instruction              shift and go to state 8
    print_instruction              shift and go to state 9
    loop_instruction               shift and go to state 10
    return_instruction             shift and go to state 11
    instructions_block             shift and go to state 12
    MID                            shift and go to state 14

state 49

    (39) token -> ID .
    (82) unary_expr -> ID . '
    (80) matrix_factor -> ID .
    (69) elem -> ID .

  ! reduce/reduce conflict for ; resolved using rule 39 (token -> ID .)
  ! reduce/reduce conflict for ; resolved using rule 39 (token -> ID .)
    ;               reduce using rule 39 (token -> ID .)
    '               shift and go to state 84
    DOTMUL          reduce using rule 80 (matrix_factor -> ID .)
    DOTDIV          reduce using rule 80 (matrix_factor -> ID .)
    DOTADD          reduce using rule 80 (matrix_factor -> ID .)
    DOTSUB          reduce using rule 80 (matrix_factor -> ID .)
    *               reduce using rule 69 (elem -> ID .)
    /               reduce using rule 69 (elem -> ID .)
    +               reduce using rule 69 (elem -> ID .)
    -               reduce using rule 69 (elem -> ID .)

  ! ;               [ reduce using rule 80 (matrix_factor -> ID .) ]
  ! ;               [ reduce using rule 69 (elem -> ID .) ]


state 50

    (33) assignment -> ID = token .

    ;               reduce using rule 33 (assignment -> ID = token .)


state 51

    (40) token -> INTNUM .
    (70) elem -> INTNUM .

  ! reduce/reduce conflict for ; resolved using rule 40 (token -> INTNUM .)
    ;               reduce using rule 40 (token -> INTNUM .)
    *               reduce using rule 70 (elem -> INTNUM .)
    /               reduce using rule 70 (elem -> INTNUM .)
    +               reduce using rule 70 (elem -> INTNUM .)
    -               reduce using rule 70 (elem -> INTNUM .)

  ! ;               [ reduce using rule 70 (elem -> INTNUM .) ]


state 52

    (41) token -> FLONUM .
    (71) elem -> FLONUM .

  ! reduce/reduce conflict for ; resolved using rule 41 (token -> FLONUM .)
    ;               reduce using rule 41 (token -> FLONUM .)
    *               reduce using rule 71 (elem -> FLONUM .)
    /               reduce using rule 71 (elem -> FLONUM .)
    +               reduce using rule 71 (elem -> FLONUM .)
    -               reduce using rule 71 (elem -> FLONUM .)

  ! ;               [ reduce using rule 71 (elem -> FLONUM .) ]


state 53

    (42) token -> matrix .
    (79) matrix_factor -> matrix .

  ! reduce/reduce conflict for ; resolved using rule 42 (token -> matrix .)
    ;               reduce using rule 42 (token -> matrix .)
    DOTMUL          reduce using rule 79 (matrix_factor -> matrix .)
    DOTDIV          reduce using rule 79 (matrix_factor -> matrix .)
    DOTADD          reduce using rule 79 (matrix_factor -> matrix .)
    DOTSUB          reduce using rule 79 (matrix_factor -> matrix .)

  ! ;               [ reduce using rule 79 (matrix_factor -> matrix .) ]


state 54

    (43) token -> expr .
    (46) expr -> expr . + term
    (47) expr -> expr . - term

    ;               reduce using rule 43 (token -> expr .)
    +               shift and go to state 77
    -               shift and go to state 78


state 55

    (44) token -> matrix_expr .
    (72) matrix_expr -> matrix_expr . DOTADD matrix_term
    (73) matrix_expr -> matrix_expr . DOTSUB matrix_term

    ;               reduce using rule 44 (token -> matrix_expr .)
    DOTADD          shift and go to state 85
    DOTSUB          shift and go to state 86


state 56

    (45) token -> unary_expr .

    ;               reduce using rule 45 (token -> unary_expr .)


state 57

    (61) matrix -> [ . outerlist ]
    (65) outerlist -> . outerlist ; innerlist
    (66) outerlist -> . innerlist
    (67) innerlist -> . innerlist , elem
    (68) innerlist -> . elem
    (69) elem -> . ID
    (70) elem -> . INTNUM
    (71) elem -> . FLONUM

    ID              shift and go to state 42
    INTNUM          shift and go to state 43
    FLONUM          shift and go to state 44

    outerlist                      shift and go to state 87
    innerlist                      shift and go to state 88
    elem                           shift and go to state 89

state 58

    (62) matrix -> ONES . ( INTNUM )

    (               shift and go to state 90


state 59

    (52) factor -> ( . expr )
    (78) matrix_factor -> ( . matrix_expr )
    (46) expr -> . expr + term
    (47) expr -> . expr - term
    (48) expr -> . term
    (72) matrix_expr -> . matrix_expr DOTADD matrix_term
    (73) matrix_expr -> . matrix_expr DOTSUB matrix_term
    (74) matrix_expr -> . matrix_term
    (49) term -> . term * factor
    (50) term -> . term / factor
    (51) term -> . factor
    (75) matrix_term -> . matrix_term DOTMUL matrix_factor
    (76) matrix_term -> . matrix_term DOTDIV matrix_factor
    (77) matrix_term -> . matrix_factor
    (52) factor -> . ( expr )
    (53) factor -> . elem
    (78) matrix_factor -> . ( matrix_expr )
    (79) matrix_factor -> . matrix
    (80) matrix_factor -> . ID
    (69) elem -> . ID
    (70) elem -> . INTNUM
    (71) elem -> . FLONUM
    (61) matrix -> . [ outerlist ]
    (62) matrix -> . ONES ( INTNUM )
    (63) matrix -> . ZEROS ( INTNUM )
    (64) matrix -> . EYE ( INTNUM )

    (               shift and go to state 59
    ID              shift and go to state 93
    INTNUM          shift and go to state 43
    FLONUM          shift and go to state 44
    [               shift and go to state 57
    ONES            shift and go to state 58
    ZEROS           shift and go to state 60
    EYE             shift and go to state 61

    expr                           shift and go to state 81
    matrix_expr                    shift and go to state 91
    term                           shift and go to state 38
    matrix_term                    shift and go to state 63
    factor                         shift and go to state 39
    matrix_factor                  shift and go to state 64
    elem                           shift and go to state 41
    matrix                         shift and go to state 92

state 60

    (63) matrix -> ZEROS . ( INTNUM )

    (               shift and go to state 94


state 61

    (64) matrix -> EYE . ( INTNUM )

    (               shift and go to state 95


state 62

    (81) unary_expr -> - . ID

    ID              shift and go to state 96


state 63

    (74) matrix_expr -> matrix_term .
    (75) matrix_term -> matrix_term . DOTMUL matrix_factor
    (76) matrix_term -> matrix_term . DOTDIV matrix_factor

    DOTADD          reduce using rule 74 (matrix_expr -> matrix_term .)
    DOTSUB          reduce using rule 74 (matrix_expr -> matrix_term .)
    ;               reduce using rule 74 (matrix_expr -> matrix_term .)
    )               reduce using rule 74 (matrix_expr -> matrix_term .)
    DOTMUL          shift and go to state 97
    DOTDIV          shift and go to state 98


state 64

    (77) matrix_term -> matrix_factor .

    DOTMUL          reduce using rule 77 (matrix_term -> matrix_factor .)
    DOTDIV          reduce using rule 77 (matrix_term -> matrix_factor .)
    DOTADD          reduce using rule 77 (matrix_term -> matrix_factor .)
    DOTSUB          reduce using rule 77 (matrix_term -> matrix_factor .)
    ;               reduce using rule 77 (matrix_term -> matrix_factor .)
    )               reduce using rule 77 (matrix_term -> matrix_factor .)


state 65

    (35) assignment -> ID ADDASSIGN token .

    ;               reduce using rule 35 (assignment -> ID ADDASSIGN token .)


state 66

    (36) assignment -> ID SUBASSIGN token .

    ;               reduce using rule 36 (assignment -> ID SUBASSIGN token .)


state 67

    (37) assignment -> ID MULASSIGN token .

    ;               reduce using rule 37 (assignment -> ID MULASSIGN token .)


state 68

    (38) assignment -> ID DIVASSIGN token .

    ;               reduce using rule 38 (assignment -> ID DIVASSIGN token .)


state 69

    (60) MID -> ID [ INTNUM . , INTNUM ]

    ,               shift and go to state 99


state 70

    (34) assignment -> MID = elem .

    ;               reduce using rule 34 (assignment -> MID = elem .)


state 71

    (15) if_instruction -> IF ( relational_expr . ) instructions_block
    (16) if_instruction -> IF ( relational_expr . ) instruction
    (17) if_instruction -> IF ( relational_expr . ) instructions_block ELSE instruction
    (18) if_instruction -> IF ( relational_expr . ) instruction ELSE instruction

    )               shift and go to state 100


state 72

    (54) relational_expr -> expr . GREATEREQUAL expr
    (55) relational_expr -> expr . EQUALS expr
    (56) relational_expr -> expr . NOTEQUALS expr
    (57) relational_expr -> expr . LOWEREQUAL expr
    (58) relational_expr -> expr . < expr
    (59) relational_expr -> expr . > expr
    (46) expr -> expr . + term
    (47) expr -> expr . - term

    GREATEREQUAL    shift and go to state 101
    EQUALS          shift and go to state 102
    NOTEQUALS       shift and go to state 103
    LOWEREQUAL      shift and go to state 104
    <               shift and go to state 105
    >               shift and go to state 106
    +               shift and go to state 77
    -               shift and go to state 78


state 73

    (19) for_instruction -> FOR ID = . INTNUM : ID instructions_block
    (20) for_instruction -> FOR ID = . INTNUM : ID instruction
    (21) for_instruction -> FOR ID = . ID : ID instructions_block
    (22) for_instruction -> FOR ID = . ID : ID instruction

    INTNUM          shift and go to state 108
    ID              shift and go to state 107


state 74

    (23) while_instruction -> WHILE ( relational_expr . ) instructions_block
    (24) while_instruction -> WHILE ( relational_expr . ) instruction

    )               shift and go to state 109


state 75

    (28) print_instruction -> PRINT print_list ; .

    ID              reduce using rule 28 (print_instruction -> PRINT print_list ; .)
    IF              reduce using rule 28 (print_instruction -> PRINT print_list ; .)
    FOR             reduce using rule 28 (print_instruction -> PRINT print_list ; .)
    WHILE           reduce using rule 28 (print_instruction -> PRINT print_list ; .)
    PRINT           reduce using rule 28 (print_instruction -> PRINT print_list ; .)
    BREAK           reduce using rule 28 (print_instruction -> PRINT print_list ; .)
    CONTINUE        reduce using rule 28 (print_instruction -> PRINT print_list ; .)
    RETURN          reduce using rule 28 (print_instruction -> PRINT print_list ; .)
    {               reduce using rule 28 (print_instruction -> PRINT print_list ; .)
    $end            reduce using rule 28 (print_instruction -> PRINT print_list ; .)
    }               reduce using rule 28 (print_instruction -> PRINT print_list ; .)
    ELSE            reduce using rule 28 (print_instruction -> PRINT print_list ; .)


state 76

    (29) print_list -> print_list , . expr
    (30) print_list -> print_list , . STRING
    (46) expr -> . expr + term
    (47) expr -> . expr - term
    (48) expr -> . term
    (49) term -> . term * factor
    (50) term -> . term / factor
    (51) term -> . factor
    (52) factor -> . ( expr )
    (53) factor -> . elem
    (69) elem -> . ID
    (70) elem -> . INTNUM
    (71) elem -> . FLONUM

    STRING          shift and go to state 111
    (               shift and go to state 40
    ID              shift and go to state 42
    INTNUM          shift and go to state 43
    FLONUM          shift and go to state 44

    expr                           shift and go to state 110
    term                           shift and go to state 38
    factor                         shift and go to state 39
    elem                           shift and go to state 41

state 77

    (46) expr -> expr + . term
    (49) term -> . term * factor
    (50) term -> . term / factor
    (51) term -> . factor
    (52) factor -> . ( expr )
    (53) factor -> . elem
    (69) elem -> . ID
    (70) elem -> . INTNUM
    (71) elem -> . FLONUM

    (               shift and go to state 40
    ID              shift and go to state 42
    INTNUM          shift and go to state 43
    FLONUM          shift and go to state 44

    term                           shift and go to state 112
    factor                         shift and go to state 39
    elem                           shift and go to state 41

state 78

    (47) expr -> expr - . term
    (49) term -> . term * factor
    (50) term -> . term / factor
    (51) term -> . factor
    (52) factor -> . ( expr )
    (53) factor -> . elem
    (69) elem -> . ID
    (70) elem -> . INTNUM
    (71) elem -> . FLONUM

    (               shift and go to state 40
    ID              shift and go to state 42
    INTNUM          shift and go to state 43
    FLONUM          shift and go to state 44

    term                           shift and go to state 113
    factor                         shift and go to state 39
    elem                           shift and go to state 41

state 79

    (49) term -> term * . factor
    (52) factor -> . ( expr )
    (53) factor -> . elem
    (69) elem -> . ID
    (70) elem -> . INTNUM
    (71) elem -> . FLONUM

    (               shift and go to state 40
    ID              shift and go to state 42
    INTNUM          shift and go to state 43
    FLONUM          shift and go to state 44

    factor                         shift and go to state 114
    elem                           shift and go to state 41

state 80

    (50) term -> term / . factor
    (52) factor -> . ( expr )
    (53) factor -> . elem
    (69) elem -> . ID
    (70) elem -> . INTNUM
    (71) elem -> . FLONUM

    (               shift and go to state 40
    ID              shift and go to state 42
    INTNUM          shift and go to state 43
    FLONUM          shift and go to state 44

    factor                         shift and go to state 115
    elem                           shift and go to state 41

state 81

    (52) factor -> ( expr . )
    (46) expr -> expr . + term
    (47) expr -> expr . - term

    )               shift and go to state 116
    +               shift and go to state 77
    -               shift and go to state 78


state 82

    (27) return_instruction -> RETURN expr ; .

    ID              reduce using rule 27 (return_instruction -> RETURN expr ; .)
    IF              reduce using rule 27 (return_instruction -> RETURN expr ; .)
    FOR             reduce using rule 27 (return_instruction -> RETURN expr ; .)
    WHILE           reduce using rule 27 (return_instruction -> RETURN expr ; .)
    PRINT           reduce using rule 27 (return_instruction -> RETURN expr ; .)
    BREAK           reduce using rule 27 (return_instruction -> RETURN expr ; .)
    CONTINUE        reduce using rule 27 (return_instruction -> RETURN expr ; .)
    RETURN          reduce using rule 27 (return_instruction -> RETURN expr ; .)
    {               reduce using rule 27 (return_instruction -> RETURN expr ; .)
    $end            reduce using rule 27 (return_instruction -> RETURN expr ; .)
    }               reduce using rule 27 (return_instruction -> RETURN expr ; .)
    ELSE            reduce using rule 27 (return_instruction -> RETURN expr ; .)


state 83

    (4) instructions_block -> { instructions } .

    ID              reduce using rule 4 (instructions_block -> { instructions } .)
    IF              reduce using rule 4 (instructions_block -> { instructions } .)
    FOR             reduce using rule 4 (instructions_block -> { instructions } .)
    WHILE           reduce using rule 4 (instructions_block -> { instructions } .)
    PRINT           reduce using rule 4 (instructions_block -> { instructions } .)
    BREAK           reduce using rule 4 (instructions_block -> { instructions } .)
    CONTINUE        reduce using rule 4 (instructions_block -> { instructions } .)
    RETURN          reduce using rule 4 (instructions_block -> { instructions } .)
    {               reduce using rule 4 (instructions_block -> { instructions } .)
